1,-0.98862,0.587327,-0.952419,0.736933
-0.98862,1,-0.508516,0.90945,-0.796875
0.587327,-0.508516,1,-0.798661,0.260718
-0.952419,0.90945,-0.798661,1,-0.623768
0.736933,-0.796875,0.260718,-0.623768,1
